#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_46410320106	1	0	0	0	0.693147	0	0	0	0	0	0	2	10	0.8	0.177778	1	2	0	0	1	0	2.30259	2.02533	0.325083	1.05492	2.11772	1.1878	4.20469	0.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760582	0.759092	0.1	0.534884	1.3166	1.30804	0.42	4.37676	0.000576546	3.91982	0.000373433	80	50	0.62963	0.915017	5.10346	0.000133802	0	0	4.4	0	0	0	4.4	22.4552	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.05	0	0	1	0	1	0	0.0060241	0	0.0060241	0	0.6	0	0.6	0	1.11591	0	1.11591	1	1	2.49237	2.96155	3.13345	2.46338	2.46338	2.46338	2.49299	2.96155	3.13345	10	-0.86	-0.86	0	-0.764	0.125582	-0.764	0.125582	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.06	-0.853333	-0.92	-0.808	1	1	1	1	1	1	1	1	1	1	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.3	0	0.1	0.9	0	0	0	0	0	0	0	0	1	1	10	10
_46410419659	1	0	0	0	3.09104	0	0	0	0	0	0	2	10	2	0	2	1	1	1	0	0	0	0	0	0	3.93183	2.19128e-31	3.93183	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15594	0	0	0.299573	0.897441	0.219722	0.48278	0	0	1	0.938556	5.12396	0	4.73602	0.380524	4.4	0	0	1	4.4	22.5454	4.4	4.4	0	0.1	0.512396	0	0	0	0.1	0.512396	1	1	1	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.769483	1	0	2.5	2.5	2.5	2.65286	2.65286	2.65286	2.80572	2.80572	2.80572	10	-0.9	-0.9	0	-1.322	0.0229733	-0.9	0	-1.36889	0.00111111	0	1	0	0	0	1	0	0	0	1	0	0	-1.14	-1.22	-1.26	-1.284	1	1	1	1	1	1	1	1	1	1	0	0.00996016	0.1	10	1	4	4	0	0	0	0	0	2.5	5.75	0.1	1	0	1	0	0	0	0	0	0	0	0	1	1	10	10
_46412394497	1	0	0	0	0.693147	0	0	0	0	0	0	1	4	0.5	0.333333	1	2	0	0	1	0	1.38629	1.38629	0	1.38629	2.40594	0.909756	1.94591	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0.0634921	0.0634921	0.380952	0	0	0.823959	0.301737	0	0	1	1.82396	5.57788	0.559125	0	0	4.4	0	0	0	4.4	24.5427	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	4	-0.94	-0.94	0	-0.61	0.0484	-0.61	0.0484	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.72	-0.646667	-0.61	-1.088	2	2	2	2	2	2	2	2	2	2	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.75	0	0.5	0.25	0.25	0	0	0	0	0	0	0	0.0330671	1	4	4
_46415646403	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0.693147	0.693147	0.693147	0.693147	3.82246	9.79493	1.60944	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465909	0.465909	0.5	0.931818	0.078125	0.078125	0.46875	5.23118	0.010404	5.01587	0.00562432	200	158	0.791045	0.965447	5.31541	0.0108523	0	0	4.4	0	0	0	4.4	23.3878	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.333333	0.5	0	0	0	0	0	0	0	0	0	0	0.00456621	0	0.00456621	0	0	0	0	0	0.320966	0	0.320966	1	1	2.22279	2.63571	3.03004	2.21795	2.21795	2.21795	2.21795	2.59175	3.00322	2	-0.5	-0.5	0	-0.49	0.0002	-0.49	0.0002	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.49	-1.32667	-1.745	-1.996	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	2	0	0	1	0	0	0	0	0	0	0	1	1	2	2
_46415834224	1	0	0	0	4.94876	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1.38629	1.03972	0.562335	1.03972	8.37947	11.075	12.8805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	0.5	1	0	0	0	0	0	0	1	1	5.826	0	0	0	4.4	0	0	1	4.4	25.6344	4.4	4.4	0	0.666667	3.884	0	0	0	0.666667	3.884	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	4	-1.22	-1.22	0	-1.22	0	-1.22	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.22	-1.22	-1.22	-1.576	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	4	4	4	1	0	0	0	0	0	2.5	5.75	0.25	2	0	0	1	0	0	0	0	0	0	0	1	1	4	4
_46416891718	1	0	0	0	4.99721	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	5.2933	0	5.2933	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89182	0	3.61092	0	48	36	0.755102	0.942577	6.38351	0	0	0	4.4	0	0	1	4.4	28.0874	4.4	4.4	0	0.166667	1.06392	0	0	0	0.166667	1.06392	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0.00168919	0	0	0	0	0	0	0	0.204423	0	0	0	1	1	2.40882	2.70562	2.79861	2.40882	2.40882	2.40882	2.40882	2.70562	2.79861	1	-2.24	-2.24	0	-2.24	0	-2.24	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.62	-2.74667	-2.81	-2.848	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1
_46417294404	1	2.94444	2.48491	0.459532	7.12448	0	1	1	1	0	2	10	10	0	0	0	1	0	0	0	0	0.673012	0.673012	0.673012	0.673012	5.01408	4.71452	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0295235	0.0295235	0	0	0.870257	0.496987	0.558824	2.32259	0.101583	1.89072	0.484654	7	2	0.375	0.870019	2.32259	0.101583	0	0	4.4	0	0	0	4.4	10.2194	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0.631579	0	0.0833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	3.17754	3.17754	3.17754	3.85508	3.85508	3.85508	10	-1.08	-1.08	0	-1.288	0.0292622	-1.288	0.0292622	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.13	-1.24667	-1.305	-1.344	3	6	6	4	4	4	6	6	5	5	0	0.00996016	1	10	10	10	1	0	0	0	0	0	2.5	5.75	0.2	4	0	0	0.6	0	0.4	0	0	0	0	0	4.62963e-05	1	10	10
_46419780187	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	2	2	0	0	0	0	0	0	2.63906	0	2.63906	0.333333	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266957	0.266957	0	0.488372	0.101307	0	0	4.19492	0.0604473	3.98786	0.0216918	50	46	0.921569	0.960141	3.93183	0	4.32647	0.0170633	4.4	0	0	0	4.4	17.3	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.5	0.333333	0	0	0	0.0192308	0	0	1	0	1	0	0.0196078	0	0.0196078	0.333333	0.333333	0.333333	0.333333	0	1.15497	0	1.15497	1	1	2.4537	3.21538	2.75011	2.38853	2.38853	2.38853	2.38853	2.84836	2.85865	3	-0.22	-0.22	0	-0.733333	0.200133	-0.22	0	-0.99	0.005	0	1	0	0	0	1	0	0	0	1	0	0	-0.63	-0.733333	-1.3	-1.64	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	3	1	3	3	0	0	0	0	0	2.5	5.75	0.333333	2	0	0	1	0	0	0	0	0	0	0	1	1	3	3
_46419861611	1	1.38629	0	1.38629	1.09861	0	0	0	0	0	0	2	10	1.7	0.455556	1	2	0	0	1	0	0.940448	0.801819	0.801819	0.940448	9.87723	6.5233	7.14913	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0935952	0.0933562	0	0	0.33208	0.0785544	0	2.65258	0.0978179	2.44238	0.755055	14	10	0.733333	0.942454	2.70805	0	2.93141	0.292578	4.4	0	0	0	4.352	11.7854	4.16	4.4	0.1	0	0	0	0	0	0	0	1	1	1	0	1	0	0.315789	0	0.0535714	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	0.273779	0	0	0	1	1	4.17825	4.17825	4.17825	3.75541	3.75541	3.75541	4.11888	4.11888	4.11888	10	-1.42	-1.42	0	-1.192	0.0517511	-1.42	0	-1.16667	0.051	0	1	0	0	0	1	0	0	0	1	0	0	-1.02	-1.08	-1.13	-1.156	2	2	2	2	2	2	2	2	2	2	0	0.00996016	0.1	10	1	8	8	0	0	0	0	0	2.5	5.75	0.2	0	0.8	0	0.2	0	0	0	0	0	0	0	0.000462963	1	10	10
_46420109869	1	1.09861	0	1.09861	1.09861	0	0	0	0	0	0	2	10	1.3	0.9	0	2	2	2	0	0	1.49787	1.16828	0.897946	1.35924	9.97136	12.9745	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271752	0.259646	0	1	0.318787	0.273332	0.510638	2.65258	0.0978179	2.38035	0.735536	14	10	0.733333	0.925471	2.70805	0	2.99522	0.368724	4.4	0	0	0	4.352	11.7854	4.16	4.4	0.1	0	0	0	0	0	0	0	1	1	1	0	1	0	0.526316	0	0.121951	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	0.821338	0	0	0	1	1	4.17825	4.17825	4.17825	3.7554	3.7554	3.7554	4.14338	4.14338	4.14338	10	-1.42	-1.42	0	-1.246	0.0785822	-1.51333	0.0261333	-1.13143	0.0581143	0	1	0	0	0	1	0	0	0	1	0	0	-1.56	-1.51333	-1.29	-1.26	4	4	4	4	3	4	4	4	4	3	0	0.00996016	0.3	10	3	9	3	0	0	0	0	0	2.5	5.75	0.2	0	0.6	0	0.4	0	0	0	0	0	0	0	0.000150463	1	10	10
_46420163109	1	2.30259	3.21888	-0.916291	6.92166	1	1	1	1	0	2	11	10	9.4	0.711111	11	1	3	1	0	0	0.500402	0	0	0.500402	7.80913	9.11925	2.07944	0.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274961	0.274961	0	0.315789	0.125013	0.0684524	0	3.21751	0.39357	3.12874	0.369146	54	38	0.709091	0.978951	4.00733	0	5.42326	0.141424	4.4	0	0	0	4.4	17.6323	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0.1	1	0	0	0	0.0340909	0	0	0	0	0	0	0	0	0	0.7	0.1	0.7	0.1	0	0	0	0	1	1	2.44271	2.26074	2.9923	2.55606	2.55606	2.55606	2.78628	2.8402	2.81403	10	-1.06	-1.06	0	-1.39	0.0366444	-1.06	0	-1.42667	0.0261	0	1	0	0	0	1	0	0	0	1	0	0	-1.21	-1.22	-1.32	-1.344	2	2	2	2	2	2	2	2	2	2	0	0.00996016	0.1	10	1	4	4	0	0	0	0	0	2.5	5.75	0.3	3	0	0.1	0.2	0.7	0	0	0	0	0	0	0.0359722	1	10	10
_46420858280	1	0	0	0	1.09861	0	0	0	0	0	0	1	7	1	0	1	2	0	0	1	0	1.94591	1.47508	0	1.07899	2.99488	0.8713	1.60944	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857143	0.857143	0	1	0	0	0.692308	0	0	1.09861	0	0	2	3	2.09861	5.20636	8.57844e-06	0	0	4.4	0	0	0	4.4	22.908	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	7	-0.5	-0.5	0	-0.5	0.000133333	-0.5	0.000133333	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.5	-0.5	-0.495	-0.496	5	5	5	5	5	4	5	5	5	5	0	0.0142288	1	7	7	7	1	0	0	0	0	0	2.5	5.75	0.571429	5	0.142857	0.285714	0.428571	0	0	0.142857	0	0	0	0	0.000960648	1	7	7
_46420964270	1	0	0	0	1.09861	0	0	0	0	0	0	2	3	0	0	0	2	2	2	0	0	1.09861	1.09861	1.09861	0	4.14767	0.0349909	4.26268	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208333	0.208333	0	0.225	0.324786	0.324786	0	3.98663	0.342606	3.82233	0.237678	45	38	0.847826	0.967053	6.22258	0	4.06562	0.647774	4.925	0	0	1	4.4	27.3793	4.4	5.45	0.166667	0.166667	1.0371	0	0	0	0.166667	1.0371	1	1	1	0	1	0	0	0	0.0612245	0	0	0	0	0	0.00198413	0	0.00198413	0	0	0	0	0	0.200536	0	0.200536	0	1	1	2.40521	2.27256	3.05787	2.2322	2.2322	2.2322	2.2322	2.33612	2.60172	3	1.56	1.56	0	0.2	1.3936	1.56	0	-0.48	0.0128	0	0.666667	0.333333	0	0	0	1	0	0	1	0	0	0.58	0.2	-0.6	-1.08	1	3	3	1	1	1	3	3	1	1	0	0	0.166667	3	1	3	3	0	0	0	0	0	2.5	5.75	0.666667	2	0	0	1	0	0	0	0	0	0	0	1	1	3	3
_46421232311	1	1.60944	0	1.60944	1.09861	0	0	0	0	0	0	2	10	0	0	0	2	2	2	0	0	1.74807	1.47081	1.47081	1.47081	5.82646	26.7311	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.4	0.4	0	0	0.44996	0.405088	0	2.2499	0.233219	1.19895	1.59719	14	10	0.733333	0.676619	2.70805	0	4.35671	0	4.4	0	0	0	4.304	11.6554	4.16	4.4	0.5	0	0	0	0	0	0	0	0.2	1	1	0	1	0	0.736842	0	0	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	1.53851	0	0	0	1	1	4.17825	4.17825	4.17825	3.33912	3.33912	3.33912	4.17825	4.17825	4.17825	10	-1.24	-1.24	0	-1.078	0.147862	-1.428	0.01252	-0.728	0.01392	0	1	0	0	0	1	0	0	0	1	0	0	-0.96	-0.88	-0.84	-0.856	7	8	8	8	7	8	8	8	8	8	0	0.00996016	0.5	10	5	9	1.8	0	0	0	0	0	2.5	5.75	0.2	2	0	0	1	0	0	0	0	0	0	0	0.000601852	1	10	10
_46421369998	1	0	0	0	1.09861	0	0	0	0	0	0	3	10	0	0	0	3	2	0	0	0	1.74807	1.60944	1.60944	1.49787	8.34697	18.2762	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0294695	0.0336374	0	0	0.276472	0.216911	0	2.28355	0.278797	1.35666	2.06827	14	10	0.733333	0.717716	2.70805	0	3.66136	0.690555	4.4	0	0	0	4.304	11.6554	4.16	4.4	0.5	0	0	0	0	0	0	0	0.2	1	1	0	1	0	0.315789	0	0.0322581	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	0.304548	0	0	0	1	1	4.17825	4.17825	4.17825	3.10149	3.10149	3.10149	3.70297	3.70297	3.70297	10	-1.42	-1.42	0	-0.992	0.118151	-1.42	0	-0.944444	0.107478	0	1	0	0	0	1	0	0	0	1	0	0	-1.02	-0.926667	-0.85	-0.912	3	4	4	4	4	3	4	4	4	4	0	0.00996016	0.1	10	1	9	9	0	0	0	0	0	2.5	5.75	0.4	0	0.6	0	0.4	0	0	0	0	0	0	0	0.00068287	1	10	10
_46421598554	1	0	0	0	1.09861	0	0	0	0	0	0	2	10	0.2	0.177778	1	2	0	0	1	0	1.8867	1.69574	1.50479	1.69574	8.31719	24.7893	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.340476	0.33881	0	1	0.354114	0.260618	0.560976	2.34153	0.22389	1.50077	1.68263	14	10	0.733333	0.748389	2.70805	0	3.80716	0.72482	4.4	0	0	0	4.304	11.6554	4.16	4.4	0.4	0	0	0	0	0	0	0	0.25	1	1	0	1	0	0.631579	0	0	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	1.19706	0	0	0	1	1	4.17825	4.17825	4.17825	3.38999	3.38999	3.38999	4.12731	4.12731	4.12731	10	-1.42	-1.42	0	-1.082	0.10484	-1.34	0.0128	-0.91	0.09228	0	1	0	0	0	1	0	0	0	1	0	0	-1.38	-1.22667	-1.105	-1.168	7	8	8	8	7	8	8	8	8	8	0	0.00996016	0.4	10	4	10	2.5	0	0	0	0	0	2.5	5.75	0.3	0	0.2	0	0.8	0	0	0	0	0	0	0	0.000636574	1	10	10
_46421629900	1	1.79176	0	1.79176	1.09861	0	0	0	0	0	0	3	10	0	0	0	2	0	0	1	0	1.47081	1.47081	1.47081	1.22061	8.24131	18.2564	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.162755	0.141776	0	1	0.37315	0.163184	0.552632	2.34153	0.22389	1.5628	1.82339	14	10	0.733333	0.766953	2.70805	0	3.53238	0.776593	4.4	0	0	0	4.304	11.6554	4.16	4.4	0.4	0	0	0	0	0	0	0	0.25	1	1	0	1	0	0.421053	0	0.103448	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	0.598528	0.299264	0	0.299264	1	3	4.17825	4.17825	4.17825	3.4098	3.4098	3.4098	4.08938	4.08938	4.08938	10	-1.42	-1.42	0	-1.012	0.0816178	-1.28	0.0392	-0.945	0.0736857	0	1	0	0	0	1	0	0	0	1	0	0	-1.28	-1.16	-1.055	-0.968	5	6	6	6	6	6	6	6	6	6	0	0.00996016	0.2	10	2	10	5	0	0	0	0	0	2.5	5.75	0.3	0	0.4	0	0.6	0	0	0	0	0	0	0	0.00166667	1	10	10
_46421722792	1	1.94591	1.60944	0.336472	6.53379	1	0	1	1	0	2	8	10	1	4.44444	5	2	0	0	1	0	1.05492	0.673012	0.673012	1.05492	7.38339	22.1267	3.3673	0.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391667	0.396942	0	0.232558	0.231359	0.172901	0.1875	3.90103	1.3703	3.15878	0.663591	38	56	1.46154	0.848552	6.13052	0.0135558	2.79105	0.417171	2.7	0	0	1	3.04	18.6368	1	4.4	0.6	0.6	3.67831	0	0	0	0.6	3.67831	0.583333	1	1	0	1	0	0	0	0.0483871	0	0	0	1	1	0	0	0	0	0	0	0.1	0.2	0.816155	0	0.816155	0	0	1	2.36203	2.78924	2.33407	3.0184	3.0184	3.0184	3.62342	3.681	3.5972	10	0.08	0.08	0	-0.588	0.385884	-0.15	0.11116	-1.245	0.0131667	0	0.7	0.3	0	0	0.5	0.5	0	0	1	0	0	-0.2	-0.113333	-0.25	-0.176	3	3	3	3	3	5	5	5	5	5	0	0.00996016	0.6	10	6	7	1.16667	0	0	0	0	0	2.5	5.75	0.2	2	0	0	1	0	0	0	0	0	0	0	0.000671296	1	10	10
_46421886924	1	0.693147	0	0.693147	1.09861	0	0	0	0	0	0	3	10	0	0	0	2	0	0	1	0	1.41848	1.41848	1.41848	1.16828	7.32203	13.6565	3.3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.249087	0.244087	0	1	0.382913	0.20754	0.567568	2.43316	0.195904	1.80259	1.56562	14	10	0.733333	0.816328	2.70805	0	3.41462	0.776593	4.4	0	0	0	4.304	11.6554	4.16	4.4	0.3	0	0	0	0	0	0	0	0.333333	1	1	0	1	0	0.526316	0	0.0606061	0	0	0	0	0	0.0666667	0	0	0	0	0	0	0	0.87383	0	0	0	1	1	4.17825	4.17825	4.17825	3.54941	3.54941	3.54941	4.1791	4.1791	4.1791	10	-1.36	-1.36	0	-1.096	0.107804	-1.42667	0.0229333	-0.954286	0.0759619	0	1	0	0	0	1	0	0	0	1	0	0	-1.48	-1.42667	-1.22	-1.096	5	5	5	5	5	5	5	5	5	5	0	0.00996016	0.3	10	3	10	3.33333	0	0	0	0	0	2.5	5.75	0.4	0	0.5	0	0.5	0	0	0	0	0	0	0	0.000335648	1	10	10
