instance	true	probability	assigned	uid	uname	forum	title	content	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
47449291733	0	0.833638	1	63170693	qthxj	七台河	我的狗不仅是一只宠物，也是我的家人！	<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/e6bd7b310a55b3196fdf9cce41a98226c	6.29895	9.95599	-3.65704	7.72533	1	1	1	1	0	1	14	6	14	0	14	2	2	2	0	1	0	0	0	0	2.19722	0	2.19722	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00980392	0.00980392	0	0	0.223651	0	0.282609	1.40851	3.41701	1.34437	3.17615	0	0	1	0.973369	5.17465	0.0688851	1.90333	0.172747	4.4	0	0	1	4.4	22.7685	4.4	4.4	0	0.666667	3.44977	0	0	0	0.666667	3.44977	1	1	1	0	1	0	0	0	0.0666667	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	1	1	2.5	2.5	2.5	2.6839	2.6839	2.6839	2.79873	2.79873	2.79873	6	0.1	0.1	0	0.0833333	0.000666667	0.075	0.000833333	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.075	0.08	6	-1.36	-1.36	0	-1.44333	0.104227	-1.485	0.0897	-1.36	0.2312	0	1	0	0	0	1	0	0	0	1	0	0	-1.55	-1.37333	-1.46	-1.392	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.333333	2	0	0	0.166667	0.833333	0	0	0	0	0	0	1	1	6	6
47454264813	0	0.998966	1	695042405	恶魔千夜0	cos交换	【换受】就一套更衣小夜随便换！	QAQ来人啊，一套更衣小夜全套除鞋包毛包眼镜求出求换！	2.83321	2.77259	0.0606246	6.41836	1	0	1	1	0	0	9	6	8.33333	0.266667	8	1	0	0	0	0	0.636514	0	0	0.636514	4.91009	5.83438	6.46925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.368391	0.368391	0.166667	0.264706	0.290702	0.166799	0	2.91418	0.950916	2.82542	0.874034	51	44	0.865385	0.977323	3.95124	0	2.75018	0.929718	4.4	0	0	0	4.4	17.3855	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	1	1	3.21057	3.03203	3.86657	3.29991	3.29991	3.29991	3.4599	3.41438	3.62392	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.72	-1.72	0	-1.5	0.04384	-1.72	0	-1.456	0.04028	0	1	0	0	0	1	0	0	0	1	0	0	-1.55	-1.44	-1.43	-1.496	6	-0.58	-0.58	0	-0.57	0.0006	-0.58	0	-0.568	0.00072	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.565	-0.568	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.333333	3	0	0	0	1	0	0	0	0	0	0	1	1	6	6
47437211882	0	0.978165	1	797130064	_西域春	剑网3	登榜帮会送90橙武！！有图有真相！！！	好吧楼主是个标题党，根本不送90橙武，连80的也没了，只是求问设定集是什么东西，二楼上图	3.7612	3.7612	0	6.1181	1	0	1	1	0	1	12	6	11.6667	0.666667	10	3	1	1	0	0	0.450561	0.450561	0	0.450561	8.24575	4.46638	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691277	0.0691277	0	0.326531	0.0482456	0.0482456	0	1.81865	4.27448	1.77701	4.04333	84	72	0.858824	0.985228	4.44265	0	6.89364	0.41924	4.4	0	0	0	4.4	19.5477	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35478	0.35478	0.35478	0.35478	1	1	2.3672	2.59615	2.41344	2.58946	2.58946	2.58946	2.63392	2.6636	2.8067	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.46	-1.46	0	-1.34	0.0144	-1.46	0	-1.316	0.01368	0	1	0	0	0	1	0	0	0	1	0	0	-1.49	-1.4	-1.37	-1.352	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0.199203	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
47423715257	0	0.943716	1	250898229	墨江野叟	李毅	西南某搞笑丧心病狂	西南某搞笑丧心病狂，                                              竟然星期六星期天断网？校园网竟然只	2.94444	4.58497	-1.64053	7.1325	1	1	1	1	0	0	10	2	5	50	10	1	1	1	0	0	0.693147	0.693147	0.693147	0.693147	10.9335	7.29234	12.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.5	0.5	0.5	1	0.147059	0.147059	0.882353	5.12396	0	5.01728	0	167	150	0.89881	0.982579	5.24497	0.0292849	0	0	4.4	0	0	0	4.4	23.0779	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.33682	3.21497	2.63059	2.33682	2.33682	2.33682	2.33682	3.21497	2.63059	2	0.1	0.1	0	0.075	0.00125	0.075	0.00125	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	2	-1.68	-1.68	0	-1.73	0.005	-1.73	0.005	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.73	-2.15333	-2.365	-2.492	2	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-1.38667	-1.79	-2.032	1	2	1	1	1	1	2	1	1	1	0	0	0.333333	2	2	2	1	0	0	0	0	0	2.5	5.75	0.5	5	0	0	0	0	0	1	0	0	0	0	1	1	2	2
47470655786	0	0.999999	1	934552360	Sky丶bigan	武汉长江工商学院	玩个游戏吧：用五个表情表达你喜欢一个人到结束。	<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/cbace0ea15ce36d3da40268b38f33a87e	1.38629	1.38629	0	5.27811	1	0	1	1	0	0	7	1	7	0	7	2	1	2	0	0	0	0	0	0	8.76997	0	8.76997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5.15906	0	4.4	0	0	1	4.4	22.6998	4.4	4.4	0	0.166667	0.859843	0	0	0	0.166667	0.859843	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.1	0	0.1	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.74	0	-1.74	-1.74	0	-3	0	-1.74	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.37	-2.58	-2.685	-2.748	1	-0.58	0	-0.58	-0.58	0	-3	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	2.5	5.75	0	5	0	0	0	0	0	1	0	0	0	0	1	0	1	1
47464735699	0	0.859311	1	747491631	指导12348	福州大学	我最瞧不起打赌输了赖账的男生了	特别是赖我的帐的<br><img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/7fd49e2f07082	3.4012	4.00733	-0.606136	6.27099	1	0	1	0	1	1	12	6	8	38.4	12	1	0	0	0	0	0.636514	0.636514	0.636514	0.636514	10.0957	13.4152	7.73149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0294486	0.0175439	0	0.105263	0.268149	0.160877	0	2.18399	0.291758	1.8919	1.05142	16	16	1	0.908263	5.16479	0	3.21923	2.93779	4.4	0	0	1	4.4	22.7251	4.4	4.4	0	0.166667	0.860798	0	0	0	0.166667	0.860798	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.04218	3.04218	3.04218	2.68597	2.68597	2.68597	2.72317	2.72317	2.72317	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.52	-1.52	0	-1.54	0.14512	-1.52	0	-1.544	0.18128	0	1	0	0	0	1	0	0	0	1	0	0	-1.82	-1.62667	-1.52	-1.592	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	1	0	0	0	0	0	1	1	6	6
47435406093	0	0.987547	1	997474154	traceyman	杨凌	谁给咱建个微信群啊？	百人微信群，方便手机党交流，谁给咱建个啊，把二维码发上来，大家扫描加入可好？	0	0	0	4.54329	0	0	0	0	0	0	2	6	2	0	2	2	2	2	0	0	0.636514	0.636514	0.636514	0.636514	6.51065	6.66373	3.17805	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207135	0.207135	0	0.106383	0.091954	0.0574713	0	3.58967	0.502572	3.45128	0.484243	76	66	0.87013	0.969849	4.34381	0	3.48333	0.460073	4.4	0	0	0	4.4	19.1127	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0289855	0	0	0	0	0	0	0.012987	0	0.012987	0	0	0	0	0	0.653642	0	0.653642	1	1	2.95005	3.14172	3.00257	2.65753	2.65753	2.65753	2.79723	2.89302	2.85949	6	0.1	0.1	0	0.0833333	0.000666667	0.1	0	0.08	0.00075	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.0875	0.08	6	-1.26	-1.26	0	-1.38667	0.0369067	-1.26	0	-1.412	0.04132	0	1	0	0	0	1	0	0	0	1	0	0	-1.25	-1.26667	-1.345	-1.412	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.666667	4	0	0	0.166667	0	0.833333	0	0	0	0	0	1	1	6	6
47463672650	0	0.997913	1	1050595829	冥王囍哈迪斯丶	灵异	求较恐怖又唯美图片当头像，不要发鬼图	谢谢 <img class="BDE_Smiley" width="30" height="30" changedsize="false" src="http://static.tieba.bai	0	1.09861	-1.09861	4.14313	1	0	1	1	0	2	7	1	0	0	0	1	1	1	0	0	0	0	0	0	0.693147	0	0.693147	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04452	0	2.94444	0	20	18	0.904762	0.975255	5.1358	0	0	0	4.4	0	0	0	4.4	22.5975	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.47109	2.47109	2.47109	2.47109	2.47109	2.47109	2.47109	2.47109	2.47109	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.38	-1.38	0	-1.38	0	-1.38	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.19	-2.46	-2.595	-2.676	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
47475001061	0	0.997334	1	12339318	狐狸呜呜	wp8	【吧务】近期首页大量问题贴的说明。	　　　大家应该都注意到了，首页出现了大量问题贴，多数与手机无关，据称是度受用随机id转旗下知道的问题到	3.43399	4.8828	-1.44881	7.97384	1	1	1	1	0	0	11	6	9.16667	20.1667	11	1	1	1	0	0	0.450561	0	0	0.450561	5.81731	0.853211	6.19441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.342772	0.342772	0	0.421687	0.294492	0.0952467	0	4.58968	1.2228	4.27334	1.29344	849	620	0.730588	0.943407	6.87316	0	4.21686	0.101993	5.255	0	0	0	4.4	30.2419	4.4	6.11	0.166667	0	0	0	0	0	0	0	1	1	1	0	1	0	0.578947	0	0.0187793	0	0	0	0	0	0	0.0010352	0.0010352	0.00207039	0	0	0	0	0.357802	0.357802	0.536703	0.536703	1	0.666667	2.32793	2.02626	2.94933	2.44925	2.44925	2.44925	2.49758	2.75141	2.89456	6	0.1	0.1	0	0.0705	0.0005847	0.1	0	0.0646	0.0004698	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0673333	0.0755	0.0704	6	-0.62	-0.62	0	-1.42667	0.320267	-0.62	0	-1.588	0.20512	0	1	0	0	0	1	0	0	0	1	0	0	-1.11	-1.08667	-1.25	-1.448	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	2	2	2	2	1	2	2	2	2	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.666667	3	0	0	0	0.166667	0.333333	0.5	0	0	0	0	1	1	6	6
47475182247	0	0.990152	1	46380398	绵雨天	东阿	啃半个小时了	<img class="BDE_Image" src="http://imgsrc.baidu.com/forum/pic/item/197ac0fcc3cec3fd7f190dced488d43f8	3.55535	2.3979	1.15745	7.80507	0	1	1	0	1	2	11	4	11	0	11	1	1	1	0	0	0	0	0	0	4.14313	0	4.14313	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136111	0.136111	0	0	0.0574713	0	0	1.92519	2.13573	1.87179	1.95735	0	0	1	0.981747	5.04343	0	2.59162	0.785757	4.4	0	0	1	4.4	22.1911	4.4	4.4	0	0.166667	0.840571	0	0	0	0.166667	0.840571	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	0	1	1	2.5	2.5	2.5	2.66617	2.66617	2.66617	2.66617	2.66617	2.66617	4	0.1	0.1	0	0.1	0	0.1	0	0.1	2.88889e-34	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	4	-1.2	-1.2	0	-1.305	0.00676667	-1.2	0	-1.34	0.0028	0	1	0	0	0	1	0	0	0	1	0	0	-1.24	-1.28667	-1.305	-1.644	4	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-1.064	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	4	1	3	3	0	0	0	0	0	2.5	5.75	0.25	5	0	0	0	0	0	1	0	0	0	0	1	1	4	4
47434936753	0	0.996647	1	526573990	qqly519229655	魔羯座	【新人】处女男  女友魔族。道友们有什么想说的吗？		3.7612	2.19722	1.56398	6.72623	0	0	1	1	0	0	8	6	0	0	0	2	0	0	1	1	0.867563	0.450561	0.450561	0.450561	2.22082	0.720726	1.60944	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045671	0.0631529	0	0	0.111111	0.111111	0	2.06577	1.38233	1.86145	1.16423	0	0	1	0.933353	0	0	3.65527	2.97303	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.58152	2.58152	2.58152	2.59782	2.59782	2.59782	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.88	-1.88	0	-1.42667	0.0738667	-1.88	0	-1.336	0.03068	0	1	0	0	0	1	0	0	0	1	0	0	-1.65	-1.48667	-1.43	-1.464	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	3	3	0	0	0	0	0	2.5	5.75	0.166667	1	0	0.166667	0.833333	0	0	0	0	0	0	0	1	1	6	6
47439053534	0	0.993574	1	447680309	spike0104	steam	话说现在有人登陆得上wargame：airland battle吗？	总是说服务器未响应<img pic_type="1" src="http://static.tieba.baidu.com/tb/editor/images/face/i_f27.p	1.09861	1.09861	0	6.84801	0	0	1	1	0	0	7	3	4.66667	16.3333	7	2	0	0	1	0	0.636514	0.636514	0	0.636514	6.10301	3.85237	4.96981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1289	0.1289	0	0.172414	0.0938069	0.0938069	0	3.15157	0.0765313	2.9778	0.0033389	18	18	1	0.958145	5.81711	0	5.10842	0.00221044	4.4	0	0	1	4.4	25.5953	4.4	4.4	0	0.166667	0.969519	0	0	0	0.166667	0.969519	1	1	1	0	1	0	0	0	0.0384615	0	0	0	0	0	0	0.00297619	0	0.00297619	0	0.333333	0	0.333333	0	0.240873	0	0.240873	1	1	2.6995	2.6995	2.6995	2.82682	2.82682	2.82682	2.82682	2.82682	2.82682	3	0.1	0.1	0	0.1	2.88889e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	3	-1.28	-1.28	0	-1.42	0.0268	-1.28	0	-1.49	0.0242	0	1	0	0	0	1	0	0	0	1	0	0	-1.44	-1.42	-1.815	-2.052	3	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-1.185	-1.548	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	3	1	3	3	0	0	0	0	0	2.5	5.75	0.666667	2	0	0	0.666667	0	0	0.333333	0	0	0	0	1	1	3	3
47446461830	0	0.995666	1	412899521	李添1	gta5	纯黑《GTA5》丧心向支线直播实录增强版 第三期	<div class="video_src_wrapper"><embed allowfullscreen="true" pluginspage="http://www.macromedia.com/	2.48491	2.48491	0	6.8742	1	0	1	1	0	1	11	6	9	2.4	11	1	0	0	0	0	1.09861	1.09861	0.636514	1.09861	5.49313	14.2667	7.14913	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573301	0.0573301	0	0.15625	0.275251	0.197309	0	2.19424	2.97802	2.09972	2.78339	44	42	0.955556	0.970409	6.75577	0	3.82277	0.90143	4.705	1	0	0	4.4	29.7254	4.4	5.01	0.166667	0	0	0	0.166667	1.12596	0.166667	1.12596	1	1	1	0	1	0	0	0	0.0294118	0	0	0	0	0	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	1	1	2.80581	3.3368	2.7544	2.87645	2.87645	2.87645	2.95174	3.05794	2.94146	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.62	-1.62	0	-1.32333	0.0341467	-1.62	0	-1.264	0.01628	0	1	0	0	0	1	0	0	0	1	0	0	-1.54	-1.46	-1.375	-1.34	6	-0.58	-0.58	0	-0.583333	6.66667e-05	-0.58	0	-0.584	8e-05	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.586667	-0.585	-0.584	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.166667	3	0	0	0	1	0	0	0	0	0	0	1	1	6	6
