#pid	label	UserInfo_FollowCount	UserInfo_FollowedCount	UserInfo_FollowFollowedRatio	UserInfo_RegTime	UserInfo_HasMobile	UserInfo_HasBirth	UserInfo_HasSex	UserInfo_IsMale	UserInfo_IsFemale	UserInfo_IsGroupOwner	UserInfo_MaxLevel	UserInfo_FourmNum	UserInfo_LevelMean	UserInfo_LevelVar	UserInfo_NowLevel	UserInfo_UnamePattern0	UserInfo_UnamePattern1	UserInfo_UnamePattern2	UserInfo_UnameIsEnNum	UserInfo_IsQQName	ForumInfo_ForumInfo	ForumInfo_Level2Info	ForumInfo_Level1Info	ForumInfo_RankInfo	ForumInfo_RankMean	ForumInfo_RankVar	ForumInfo_NowRank	ForumInfo_FormTitleMatchRatio	ForumInfo_Level1Name0	ForumInfo_Level1Name1	ForumInfo_Level1Name2	ForumInfo_Level1Name3	ForumInfo_Level1Name4	ForumInfo_Level1Name5	ForumInfo_Level1Name6	ForumInfo_Level1Name7	ForumInfo_Level1Name8	ForumInfo_Level1Name9	ForumInfo_Level1Name10	ForumInfo_Level1Name11	ForumInfo_Level1Name12	ForumInfo_Level1Name13	ForumInfo_Level1Name14	ForumInfo_Level1Name15	ForumInfo_Level1Name16	ForumInfo_Level1Name17	ForumInfo_Level1Name18	ForumInfo_Level1Name19	ForumInfo_Level1Name20	ForumInfo_Level1Name21	ForumInfo_Level1Name22	ForumInfo_Level1Name23	ForumInfo_Level1Name24	ForumInfo_Level1Name25	ForumInfo_Level1Name26	ForumInfo_Level1Name27	ForumInfo_Level1Name28	ContentSim_AvgSimByThread1	ContentSim_AvgSimByForum	ContentSim_AvgSimByThread2	ContentSim_Top2ContentsSim	TitleSim_AvgSimByThread	TitleSim_AvgSimByForum	TitleSim_Top2TitleSim	RepeatString_TextLengthMean	RepeatString_TextLengthVar	RepeatString_TextCnLengthMean	RepeatString_TextCnLengthVar	RepeatString_NowLength	RepeatString_NowCnLength	RepeatString_NowCnRatio	RepeatString_CnRatio	RepeatString_ThreadTextLengthMean	RepeatString_ThreadTextLengthVar	RepeatString_ReplyTextLengthMean	RepeatString_ReplyTextLengthVar	UrlWeight_NowUrlScore	UrlWeight_NowHasVideo	UrlWeight_NowHasEmail	UrlWeight_NowHasPic	UrlWeight_UrlScoreAvg	UrlWeight_UrlScoreAvgMultTextLength	UrlWeight_UrlScoreMin	UrlWeight_UrlScoreMax	UrlWeight_UrlRatio	UrlWeight_PicRatio	UrlWeight_PicRatioMultTextLength	UrlWeight_EmailRatio	UrlWeight_VideoRatio	UrlWeight_VideoRatioMultTextLength	UrlWeight_AnyRatio	UrlWeight_AnyRatioMultTextLength	UrlWeight_UniqueUrlRatio	UrlWeight_UniquePicRatio	UrlWeight_UniqueVideoRatio	NumberWeight_NumRatio	NumberWeight_UniqueNumRatio	NumberWeight_DeformNumRatio	UnusualChar_	UnusualCn_UnusualCnPostsRatio	UnusualCn_UnusualCnRatio	DictMatch_WhiteTitleRatio	DictMatch_NowBlackTitleCount	DictMatch_NowGrayTitleCount	DictMatch_NowBlackTitleCount2	DictMatch_NowGrayTitleCount2	DictMatch_NowBlackContentCount	DictMatch_NowGrayContentCount	DictMatch_NowBlackContentCount2	DictMatch_NowGrayContentCount2	DictMatch_BlackTitleRatio	DictMatch_GrayTitleRatio	DictMatch_BlackTitleRatio2	DictMatch_GrayTitleRatio2	DictMatch_BlackContentPerPost	DictMatch_GrayContentPerPost	DictMatch_BlackContentPerPost2	DictMatch_GrayContentPerPost2	DictMatch_TitleModifyRatio	DictMatch_ContentModifyRatio	LanguageModel_NowLmScore	LanguageModel_NowFirstLmScore	LanguageModel_NowLastLmScore	LanguageModel_LmScoreAvg	LanguageModel_FirstLmScoreAvg	LanguageModel_LastLmScoreAvg	LanguageModel_BadLmScoreAvg	LanguageModel_BadFirstLmScoreAvg	LanguageModel_BadLastLmScoreAvg	Trate_TrateNum	Trate_NowTrateScore	Trate_NowThreadTrateScore	Trate_NowReplyTrateScore	Trate_TrateMean	Trate_TrateVar	Trate_ThreadTrateMean	Trate_ThreadTrateVar	Trate_ReplyTrateMean	Trate_ReplyTrateVar	Trate_Bukets0	Trate_Bukets1	Trate_Bukets2	Trate_Bukets3	Trate_TBukets0	Trate_TBukets1	Trate_TBukets2	Trate_TBukets3	Trate_PBukets0	Trate_PBukets1	Trate_PBukets2	Trate_PBukets3	Trate_TrateMean2	Trate_TrateMean3	Trate_TrateMean4	Trate_TrateMean5	LTrate_TrateNum	LTrate_NowTrateScore	LTrate_NowThreadTrateScore	LTrate_NowReplyTrateScore	LTrate_TrateMean	LTrate_TrateVar	LTrate_ThreadTrateMean	LTrate_ThreadTrateVar	LTrate_ReplyTrateMean	LTrate_ReplyTrateVar	LTrate_Bukets0	LTrate_Bukets1	LTrate_Bukets2	LTrate_Bukets3	LTrate_TBukets0	LTrate_TBukets1	LTrate_TBukets2	LTrate_TBukets3	LTrate_PBukets0	LTrate_PBukets1	LTrate_PBukets2	LTrate_PBukets3	LTrate_TrateMean2	LTrate_TrateMean3	LTrate_TrateMean4	LTrate_TrateMean5	LTrate2_TrateNum	LTrate2_NowTrateScore	LTrate2_NowThreadTrateScore	LTrate2_NowReplyTrateScore	LTrate2_TrateMean	LTrate2_TrateVar	LTrate2_ThreadTrateMean	LTrate2_ThreadTrateVar	LTrate2_ReplyTrateMean	LTrate2_ReplyTrateVar	LTrate2_Bukets0	LTrate2_Bukets1	LTrate2_Bukets2	LTrate2_Bukets3	LTrate2_TBukets0	LTrate2_TBukets1	LTrate2_TBukets2	LTrate2_TBukets3	LTrate2_PBukets0	LTrate2_PBukets1	LTrate2_PBukets2	LTrate2_PBukets3	LTrate2_TrateMean2	LTrate2_TrateMean3	LTrate2_TrateMean4	LTrate2_TrateMean5	IPInfo_RecentLocs	IPInfo_RecentIps	IPInfo_RecentIpPrefix3	IPInfo_RecentIpPrefix2	IPInfo_RecentIpPrefix1	IPInfo_LocChanges	IPInfo_IpChanges	IPInfo_IpPrefix3Changes	IPInfo_IpPrefix2Changes	IPInfo_IpPrefix1Changes	IPInfo_ForeignIpRatio	MultiReplyTo_MultiReplyTo0	PostReplyRate_ThreadRatio	PostReplyRate_PostsNum	PostReplyRate_ThreadNum	PostReplyRate_UniqeThreadNum	PostReplyRate_UniqeThreadRatio	Time_TimeSpan0	Time_TimeSpan1	Time_TimeSpan2	Time_TimeSpan3	Time_TimeSpan4	Time_TimeSpanAvg	Time_TimeSpanVar	Time_HoursCovered	Time_NowTimeBin	Time_Bins0	Time_Bins1	Time_Bins2	Time_Bins3	Time_Bins4	Time_Bins5	DH_DH0	DH_DH1	DH_DH2	DH_DH3	DH_DH4	Sundry_PostType	Sundry_HistorySize	Sundry_PostsNumLast_1440_Minutes
_47423470432	0	2.70805	6.10032	-3.39227	7.16781	0	0	1	0	1	1	10	6	1.66667	16.6667	10	2	0	0	1	0	0.450561	0.450561	0.450561	0.450561	4.10482	0.17957	4.96981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237218	0.237218	0	0.0625	0.0325203	0.0325203	0	3.77563	0.992414	3.69968	0.922036	6	6	1	0.984097	5.21494	0	5.24506	0.379981	4.4	0	0	1	4.4	22.9457	4.4	4.4	0	0.166667	0.869156	0	0	0	0.166667	0.869156	1	1	1	0	1	0	0	0	0.0238095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.418793	0.209397	0.418793	0.209397	1	1	4.18241	4.18241	4.18241	2.67525	2.67525	2.67525	2.7925	3.16573	2.93093	6	0.1	0.1	0	0.0833333	0.000666667	0.1	0	0.08	0.00075	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.09	6	-1.28	-1.28	0	-1.66333	0.0680667	-1.28	0	-1.74	0.041	0	1	0	0	0	1	0	0	0	1	0	0	-1.36	-1.56667	-1.63	-1.664	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	3	1	1	1	1	4	1	1	1	0	0	0.166667	6	1	2	2	0	0	0	0	0	2.5	5.75	0.333333	5	0	0	0	0	0	1	0	0	0	0	1	1	6	6
_47441903255	0	3.43399	7.01392	-3.57993	7.43367	1	1	1	1	0	1	13	6	4.33333	45.0667	13	1	1	1	0	0	0.636514	0.636514	0.636514	0.636514	11.2054	31.7432	3.93183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208646	0.208646	0	0.0344828	0.176773	0.176773	0	2.5992	0.559539	2.47566	0.386359	16	14	0.882353	0.965677	2.89037	0	2.58012	0.734708	4.4	0	0	0	4.4	12.7176	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0952381	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3.17398	3.17398	3.17398	2.81521	2.81521	2.81521	2.95624	2.95624	2.95624	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.3	-1.3	0	-1.42667	0.134507	-1.3	0	-1.452	0.16332	0	1	0	0	0	1	0	0	0	1	0	0	-1.73	-1.6	-1.535	-1.484	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.333333	0	0.666667	0	0.333333	0	0	0	0	0	0	0	1	1	6	6
_47440373825	0	2.19722	1.09861	1.09861	5.23644	0	0	1	1	0	0	8	6	4.66667	13.0667	0	1	1	1	0	0	1.32966	1.32966	1.32966	1.0114	4.02909	3.5964	3.93183	0.166667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083428	0.083428	0	0.181818	0.285752	0.22184	0.407407	2.0441	1.95198	1.92858	2.40662	20	20	1	0.96205	2.20366	2.46438	1.76318	2.28994	4.4	0	0	0	4.4	9.69609	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.58462	2.58462	2.58462	2.79522	2.79522	2.79522	2.85427	2.81928	2.99176	6	0.1	0.1	0	0.085	0.00055	0.0775	0.000691667	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.08	0.0866667	0.0775	0.082	6	-1.56	-1.56	0	-1.58333	0.0624667	-1.54	0.0325333	-1.67	0.1922	0	1	0	0	0	1	0	0	0	1	0	0	-1.44	-1.62	-1.655	-1.628	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	2	2	2	2	2	2	2	2	2	2	0	0	0.666667	6	4	6	1.5	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	1	0	0	0	0	0	0	0	0.00228009	1	6	6
_47435684925	0	2.83321	1.94591	0.887303	6.5582	1	0	1	1	0	2	9	6	0	0	0	1	0	0	0	0	0.636514	0	0	0	4.02278	0.019855	3.93183	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675439	0.675439	0.666667	0.0526316	0.220005	0.080653	0	5.51121	3.65373	5.33866	3.3377	4	4	1	0.973498	1.60944	0	6.30992	0	4.4	0	0	0	4.4	7.08153	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0495868	0.166667	0	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0	0	1	1	2.5	2.5	2.5	2.39833	2.39833	2.39833	2.4024	2.90691	2.81996	6	0.1	0.1	0	0.0583333	0.000416667	0.1	0	0.05	0	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0666667	0.0625	0.06	6	-1.26	-1.26	0	-1.44	0.168	-1.26	0	-1.476	0.20028	0	1	0	0	0	1	0	0	0	1	0	0	-1.58	-1.63333	-1.435	-1.384	6	-0.58	-0.58	0	-0.546667	0.00666667	-0.58	0	-0.54	0.008	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.53	-0.54	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.333333	2	0	0	1	0	0	0	0	0	0	0	1	1	6	6
_47445543081	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	0	5.64545	0	5.64545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4.4	0	0	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.64	-1.64	0	-1.64	0	-1.64	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.32	-2.54667	-2.66	-2.728	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	3	0	0	0	1	0	0	0	0	0	0	1	1	1	1
_47470060431	0	3.95124	3.95124	0	6.54247	0	1	1	1	0	2	12	6	12	0	12	1	1	1	0	0	0	0	0	0	1.09861	0	1.09861	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219303	0.219303	0	0.350877	0.180681	0	0	3.81429	0.271649	3.68277	0.262998	62	58	0.936508	0.972682	4.14313	0	3.75668	0.309956	4.4	0	0	0	4.4	18.2298	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0462963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.69214	2.92603	3.02999	2.78654	2.78654	2.78654	2.87035	2.96882	3.34383	6	0.1	0.1	0	0.0918333	0.000420167	0.1	0	0.0902	0.0005052	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.0875	0.0902	6	-1.48	-1.48	0	-1.50667	0.0321067	-1.48	0	-1.512	0.03992	0	1	0	0	0	1	0	0	0	1	0	0	-1.49	-1.48667	-1.43	-1.508	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.333333	4	0	0	0	0	0.666667	0.333333	0	0	0	0	1	1	6	6
_47455106503	0	2.48491	2.99573	-0.510826	5.71373	1	0	1	0	1	2	10	6	10	0	10	1	0	0	0	0	0	0	0	0	4.2485	0	4.2485	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0648604	0.0648604	0	0	0.135436	0	0	2.51216	1.89171	2.49159	1.84463	0	0	1	0.994142	5.15906	0	3.05089	0.511279	4.4	0	0	1	4.4	22.6998	4.4	4.4	0	0.166667	0.859843	0	0	0	0.166667	0.859843	1	1	1	0	1	0	0	0	0.0322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284725	0	0.284725	1	1	2.5	2.5	2.5	2.94403	2.94403	2.94403	3.11064	3.11064	3.11064	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.26	-1.26	0	-1.32333	0.00886667	-1.26	0	-1.336	0.00988	0	1	0	0	0	1	0	0	0	1	0	0	-1.25	-1.33333	-1.33	-1.32	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	2	2	2	2	1	3	3	3	3	0	0	0.166667	6	1	4	4	0	0	0	0	0	2.5	5.75	0.5	1	0	0.166667	0.333333	0.333333	0.166667	0	0	0	0	0	1	1	6	6
_47466934397	0	0.693147	1.79176	-1.09861	3.85015	1	0	1	0	1	0	7	6	7	0	7	1	1	1	0	0	0	0	0	0	6.83411	0	6.83411	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0894661	0.0894661	0	0	0.255343	0	0	3.81533	2.47646	3.75221	2.38379	125	110	0.880952	0.98689	4.83628	0	5.06909	8.36033	4.4	0	0	0	4.4	21.2796	4.4	4.4	0	0.5	2.41814	0	0	0	0.5	2.41814	1	1	1	0	1	0	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.2702	2.49997	2.85735	2.77852	2.77852	2.77852	2.88018	2.88018	2.95165	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.62	-1.62	0	-1.39	0.0862	-1.62	0	-1.344	0.09188	0	1	0	0	0	1	0	0	0	1	0	0	-1.55	-1.44	-1.53	-1.428	6	-0.58	-0.58	0	-0.583333	6.66667e-05	-0.58	0	-0.584	8e-05	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.584	1	3	3	2	2	1	3	3	3	3	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.5	3	0	0	0	0.333333	0.5	0.166667	0	0	0	0	1	1	6	6
_47462200275	0	0	0	0	4.18965	1	0	0	0	0	0	5	1	0	0	0	2	0	0	1	1	0	0	0	0	0.693147	0	0.693147	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55535	0	3.55535	0	34	34	1	1	3.55535	0	0	0	4.4	0	0	0	4.4	15.6435	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.3722	2.59845	2.42854	2.3722	2.3722	2.3722	2.3722	2.59845	2.42854	1	0.1	0.1	0	0.1	0	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	1	-1.46	-1.46	0	-1.46	0	-1.46	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-2.23	-2.48667	-2.615	-2.692	1	-0.58	-0.58	0	-0.58	0	-0.58	0	-3	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.79	-2.19333	-2.395	-2.516	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	1	1	1	1	0	0	0	0	0	2.5	5.75	0	4	0	0	0	0	1	0	0	0	0	0	1	1	1	1
_47475794168	0	0.693147	1.60944	-0.916291	5.8522	1	1	1	1	0	0	9	4	9	0	9	1	0	0	0	0	0.562335	0.562335	0.562335	0.562335	5.19004	26.0301	12.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.27381	0.27381	0	0	0.0520833	0	0	2.59291	1.5459	2.28431	2.78147	62	54	0.873016	0.914108	4.20469	0	2.07617	0.716715	4.4	0	0	0	4.4	18.5006	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.23427	2.62752	2.57403	3.04422	3.04422	3.04422	3.04422	3.14253	3.12916	4	0.1	0.1	0	0.1	0	0.1	0	0.1	2.88889e-34	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	4	-1.2	-1.2	0	-1.285	0.0259667	-1.2	0	-1.31333	0.0341333	0	1	0	0	0	1	0	0	0	1	0	0	-1.15	-1.24	-1.285	-1.628	4	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-1.064	1	2	2	1	1	1	2	2	1	1	0	0	0.166667	4	1	3	3	0	0	0	0	0	2.5	5.75	0.75	2	0	0	0.5	0	0.25	0.25	0	0	0	0	1	1	4	4
_47458313053	0	0	1.09861	-1.09861	5.53733	1	0	1	0	1	2	9	6	8.83333	0.166667	9	1	2	0	0	0	0.867563	0.450561	0.450561	0.450561	4.49856	0.393305	3.93183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147674	0.154053	0	0.16	0.21641	0.163218	0	3.01795	0.432413	2.73167	0.551685	20	16	0.809524	0.928751	5.18739	0	3.09754	0.530388	4.4	0	0	1	4.4	22.8245	4.4	4.4	0	0.166667	0.864564	0	0	0	0.166667	0.864564	1	1	1	0.166667	1	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.24449	2.24449	2.24449	2.82465	2.82465	2.82465	2.97381	2.97381	3.07385	6	0.1	0.1	0	0.117295	0.00179478	0.1	0	0.120754	0.00215374	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.58	-1.58	0	-1.44333	0.0328667	-1.58	0	-1.416	0.03548	0	1	0	0	0	1	0	0	0	1	0	0	-1.64	-1.49333	-1.49	-1.456	6	-0.58	-0.58	0	-0.583333	6.66667e-05	-0.58	0	-0.584	8e-05	0	1	0	0	0	1	0	0	0	1	0	0	-0.59	-0.586667	-0.585	-0.584	1	1	1	1	1	1	1	1	1	1	0	0	0.166667	6	1	5	5	0	0	0	0	0	2.5	5.75	0.5	5	0	0	0.666667	0	0.166667	0.166667	0	0	0	0	1	1	6	6
_47452290750	0	2.48491	5.44674	-2.96183	4.41884	1	0	1	0	1	1	8	6	1.33333	10.6667	8	1	2	2	0	0	0.450561	0.450561	0.450561	0.450561	11.439	13.0662	4.06044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192168	0.0294118	0	1.28171	0.201158	0.324318	0.631094	8	6	0.777778	0.580405	5.12396	0	1.09861	0	4.4	0	0	1	4.4	22.5454	4.4	4.4	0	0.166667	0.853994	0	0	0	0.166667	0.853994	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.39753	2.39753	2.39753	2.48292	2.48292	2.48292	2.5	2.5	2.5	6	0.1	0.1	0	0.1	2.31112e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	6	-1.32	-1.32	0	-1.34	0.06144	-1.32	0	-1.344	0.07668	0	1	0	0	0	1	0	0	0	1	0	0	-1.38	-1.38	-1.305	-1.392	6	-0.56	-0.56	0	-0.576667	6.66667e-05	-0.56	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.57	-0.573333	-0.575	-0.576	1	2	2	2	2	1	2	2	2	2	0	0	0.166667	6	1	6	6	0	0	0	0	0	2.5	5.75	0.166667	3	0	0	0	1	0	0	0	0	0	0	1	1	6	6
_47448877571	0	2.83321	7.43248	-4.59927	7.03351	1	1	1	1	0	0	11	6	11	0	11	2	2	2	0	0	0	0	0	0	0.693147	0	0.693147	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338642	0.338642	0	0.489362	0.20389	0	0	4.27176	0.216007	4.23254	0.225361	56	56	1	0.99256	5.15697	0.0428278	4.56034	0.189644	4.4	0	0	0	4.4	22.6907	4.4	4.4	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0.0245902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2.3565	3.02152	2.32583	2.37022	2.37022	2.37022	2.42528	2.7111	2.70667	6	0.1	0.1	0	0.0666667	0.000666667	0.075	0.00125	0.0625	0.000625	1	0	0	0	1	0	0	0	1	0	0	0	0.075	0.0833333	0.075	0.07	6	-1.72	-1.72	0	-1.70333	0.0205467	-1.73	0.0002	-1.69	0.0334667	0	1	0	0	0	1	0	0	0	1	0	0	-1.81	-1.70667	-1.675	-1.688	6	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-0.58	-0.58	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	6	2	4	2	0	0	0	0	0	2.5	5.75	0.166667	2	0	0	0.166667	0.833333	0	0	0	0	0	0	1	1	6	6
_47452438720	0	0.693147	1.60944	-0.916291	6.91473	0	0	1	1	0	0	8	3	8	0	8	1	1	1	0	0	0	0	0	0	3.93183	0	3.93183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0677083	0	0	1.9648	3.19707	1.87707	3.02494	0	0	1	0.970409	5.54287	0.341087	2.3979	0	4.4	0	0	1	4.4	24.3886	4.4	4.4	0	0.333333	1.84762	0	0	0	0.333333	1.84762	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.333333	0	0.333333	0	0	0	0	1	1	2.5	2.5	2.5	2.54819	2.54819	2.54819	2.54819	2.54819	2.54819	3	0.1	0.1	0	0.1	2.88889e-34	0.1	0	0.1	0	1	0	0	0	1	0	0	0	1	0	0	0	0.1	0.1	0.1	0.1	3	-1.58	-1.58	0	-1.55333	0.000933333	-1.57	0.0002	-1.52	0	0	1	0	0	0	1	0	0	0	1	0	0	-1.55	-1.55333	-1.915	-2.132	3	-0.58	-0.58	0	-0.58	0	-0.58	0	-0.58	0	0	1	0	0	0	1	0	0	0	1	0	0	-0.58	-0.58	-1.185	-1.548	1	1	1	1	1	1	1	1	1	1	0	0	0.333333	3	2	2	1	0	0	0	0	0	2.5	5.75	0.666667	3	0	0	0	1	0	0	0	0	0	0	1	1	3	3
